SurveyName,Timestamp,email,In which country do you currently reside?,Country CODE,Select the title most similar to your current role,How would you rate your expertise in these languages [Python],How would you rate your expertise in these languages [R],How would you rate your expertise in these languages [SQL],How would you rate your expertise in these languages [C],How would you rate your expertise in these languages [C++],How would you rate your expertise in these languages [Java],How would you rate your expertise in these languages [Javascript],How would you rate your expertise in these languages [Panda],How would you rate your expertise in these languages [Bash],How would you rate your expertise in these languages [MATLAB],How would you rate your expertise in these languages [Other],How would you rate your overall analytics expertise?,"Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?",Have you realized these types of initiatives in these platforms? [Data Warehouse],Have you realized these types of initiatives in these platforms? [Data Lakes],Have you realized these types of initiatives in these platforms? [ML/AI],Have you realized these types of initiatives in these platforms? [Data Preparation],Have you realized these types of initiatives in these platforms? [ETL],Have you realized these types of initiatives in these platforms? [Data Onboarding]
ANALYTICS SURVEY,2020-10-28 03:39:32,rplumbkx@gnu.org,Indonesia,ID,Data Engineer,competent,proficient,competent,none,competent,proficient,proficient,competent,expert,proficient,proficient,2,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Google Cloud,Google Cloud,Google Cloud,Google Cloud;On-premise;Azure,Azure
ANALYTICS SURVEY,2020-02-16 08:05:59,upresdieky@reference.com,Venezuela,VE,Physicist,beginner,expert,expert,proficient,expert,none,beginner,competent,competent,competent,competent,1,Amazon Redshift,Google Cloud,Google Cloud;AWS;Azure,Azure,Google Cloud;On-premise;Azure,On-premise;AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY RETAIL,2020-06-16 07:47:20,rjanotakz@goo.gl,Indonesia,ID,Citizen Data Scientist,proficient,proficient,expert,beginner,beginner,none,proficient,none,competent,proficient,proficient,2,Amazon Redshift;Teradata,AWS,Google Cloud,Google Cloud;AWS,On-premise;AWS,Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY JAN-21,2020-06-30 23:53:42,jvannaccil0@microsoft.com,Indonesia,ID,Data Scientist,expert,proficient,competent,competent,proficient,none,none,expert,expert,competent,expert,5,Amazon Redshift,AWS,Azure,Google Cloud;Azure,On-premise;Azure,Google Cloud,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY JAN-21,2020-11-06 14:30:15,bbogl1@rediff.com,China,CN,Data Engineer,proficient,none,proficient,expert,beginner,expert,expert,beginner,proficient,expert,none,3,Microsoft SQL Server,Google Cloud,Google Cloud;AWS,Google Cloud;AWS,AWS,"Google Cloud;On-premise,AWS",Azure
ANALYTICS SURVEY JAN-21,2020-06-20 21:25:06,jbirdsalll2@chicagotribune.com,China,CN,Citizen Data Scientist,none,none,none,proficient,expert,competent,expert,competent,proficient,competent,beginner,5,Amazon Redshift,Google Cloud,Google Cloud;AWS,AWS Azure,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY FEB-21,2020-05-05 19:37:43,hrollingsl3@netvibes.com,Russia,RU,Data Analyst,beginner,beginner,competent,proficient,none,none,beginner,expert,beginner,none,beginner,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Google Cloud,AWS Azure,Google Cloud,"Google Cloud;On-premise,AWS",On-premise
ANALYTICS SURVEY,2020-11-08 06:23:39,clucianol4@wordpress.org,Canada,CA,Statistician,expert,beginner,none,proficient,none,none,none,beginner,competent,expert,expert,1,Amazon Redshift,Google Cloud,Google Cloud;Azure,AWS,AWS;Azure,Google Cloud;AWS;Azure,On-premise;Azure
ANALYTICS SURVEY FSI,2020-08-05 13:00:46,msetonl5@wsj.com,Panama,PA,Mathematician,beginner,none,beginner,beginner,beginner,none,none,none,expert,beginner,beginner,2,Google Cloud BigQuery,On-premise,Google Cloud,Google Cloud;AWS;Azure,Google Cloud;On-premise;Azure,Google Cloud;AWS;Azure,On-premise;AWS
ANALYTICS SURVEY FSI,2020-10-07 18:09:05,ntomasinil6@yellowpages.com,Sweden,SE,Mathematician,beginner,none,beginner,beginner,proficient,proficient,competent,expert,competent,expert,expert,3,Google Cloud BigQuery,Azure,Google Cloud;AWS;Azure,Azure,AWS,On-premise;AWS,On-premise;AWS
ANALYTICS SURVEY,2020-11-12 13:26:39,lscantleburyl7@phoca.cz,Lithuania,LT,Citizen Data Scientist,competent,expert,none,none,proficient,beginner,competent,none,none,expert,proficient,4,Amazon Redshift;Teradata,On-premise,Google Cloud;AWS,AWS,On-premise;Azure,"Google Cloud;On-premise,AWS",Google Cloud;On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-04-18 03:22:50,amullinl8@ameblo.jp,Russia,RU,Data Analyst,expert,expert,competent,none,competent,proficient,proficient,expert,none,none,beginner,1,Teradata,Google Cloud,AWS;Azure,Google Cloud;AWS;Azure,AWS;Azure,On-premise,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-04-30 17:01:18,kmccumskayl9@senate.gov,Poland,PL,Mathematician,none,none,expert,expert,proficient,beginner,beginner,none,proficient,beginner,competent,1,Microsoft SQL Server,Azure,Google Cloud;AWS;Azure,Google Cloud;AWS,Azure,Google Cloud;On-premise;Azure,On-premise
ANALYTICS SURVEY,2020-07-15 02:38:38,hflaxmanla@amazon.de,United States,US,Mathematician,none,beginner,beginner,expert,expert,none,proficient,proficient,expert,expert,none,5,Amazon Redshift,On-premise,Google Cloud,Azure,On-premise;AWS,Azure,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-06-01 14:18:27,rstopforthlb@sun.com,Tanzania,TZ,Mathematician,expert,proficient,none,expert,competent,competent,expert,proficient,beginner,expert,none,3,Amazon Redshift,Azure,AWS;Azure,Google Cloud;AWS;Azure,AWS;Azure,AWS,Google Cloud
ANALYTICS SURVEY FSI,2020-10-20 12:12:30,mraingerlc@facebook.com,Russia,RU,Mathematician,none,beginner,proficient,expert,beginner,beginner,none,expert,proficient,competent,expert,4,Amazon Redshift,Google Cloud,AWS,Google Cloud;AWS,AWS;Azure,AWS;Azure,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-04-04 18:54:57,bhayesld@gravatar.com,Macedonia,MK,Physicist,competent,expert,expert,expert,expert,competent,beginner,competent,none,none,proficient,2,Amazon Redshift,On-premise,Google Cloud;AWS;Azure,AWS,Google Cloud,Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY JAN-21,2020-06-02 07:53:53,skencottle@springer.com,Russia,RU,Physicist,none,proficient,proficient,expert,beginner,competent,expert,none,proficient,competent,competent,3,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,AWS,Google Cloud;AWS,Azure,AWS,Google Cloud
ANALYTICS SURVEY RETAIL,2020-07-08 16:01:45,eleecelf@admin.ch,Egypt,EG,Citizen Data Scientist,none,beginner,expert,competent,competent,proficient,competent,none,competent,competent,competent,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,Google Cloud,Google Cloud;AWS;Azure,Google Cloud;On-premise;Azure,On-premise;Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY,2020-02-02 11:10:04,gtitcomblg@weather.com,Colombia,CO,Mathematician,proficient,competent,beginner,expert,none,proficient,none,none,none,competent,none,1,Amazon Redshift;Teradata,Google Cloud,Google Cloud;Azure,AWS Azure,On-premise,On-premise;Azure,On-premise
ANALYTICS SURVEY,2020-01-18 15:11:21,krollinglh@cnn.com,France,FR,Statistician,none,expert,proficient,expert,expert,competent,expert,none,beginner,expert,expert,2,Teradata,Google Cloud,AWS;Azure,AWS,AWS,Google Cloud;AWS;Azure,AWS
ANALYTICS SURVEY RETAIL,2020-05-19 21:00:09,hdacksli@pen.io,Japan,JP,Citizen Data Scientist,beginner,none,proficient,proficient,expert,expert,expert,expert,competent,expert,proficient,4,Oracle Database,Azure,Google Cloud,AWS Azure,On-premise;Azure,AWS;Azure,On-premise
ANALYTICS SURVEY JAN-21,2020-06-26 05:20:31,ktwidlelj@flavors.me,Russia,RU,Data Scientist,proficient,beginner,expert,expert,competent,proficient,proficient,proficient,beginner,expert,expert,5,Amazon Redshift;Teradata,Google Cloud,Google Cloud;Azure,Azure,"Google Cloud;On-premise,AWS",On-premise;Azure,On-premise
ANALYTICS SURVEY FEB-21,2020-06-01 06:42:32,ebuxcylk@wufoo.com,Russia,RU,Data Scientist,proficient,none,expert,beginner,proficient,competent,expert,proficient,beginner,beginner,competent,2,Amazon Redshift,Google Cloud,AWS,Google Cloud;AWS;Azure,AWS,On-premise,Google Cloud
ANALYTICS SURVEY FEB-21,2020-09-05 02:36:37,csoggll@cpanel.net,Israel,IL,Citizen Data Scientist,,none,expert,,proficient,competent,beginner,proficient,,competent,proficient,,Microsoft SQL Server,On-premise,AWS,,On-premise;Azure,,Google Cloud;On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-08-13 04:30:49,dbrigglm@odnoklassniki.ru,Brazil,BR,Statistician,proficient,proficient,beginner,beginner,expert,proficient,competent,expert,none,expert,none,2,Oracle Database,On-premise,Google Cloud,Google Cloud;AWS;Azure,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure,AWS;Azure
ANALYTICS SURVEY RETAIL,2020-02-18 11:24:51,crodwayln@ifeng.com,Peru,PE,Physicist,expert,expert,none,none,expert,proficient,none,proficient,expert,proficient,expert,3,Amazon Redshift;Teradata,On-premise,AWS,Azure,AWS,AWS,Google Cloud
ANALYTICS SURVEY,2020-11-05 03:00:29,gholberrylo@disqus.com,Finland,FI,Statistician,competent,expert,expert,expert,none,competent,competent,beginner,competent,competent,none,4,Oracle Database,On-premise,Azure,Google Cloud,On-premise;AWS,On-premise,Azure
ANALYTICS SURVEY,2020-08-19 19:43:35,mgravenerlp@amazon.co.uk,Austria,AT,Physicist,beginner,beginner,expert,proficient,expert,beginner,proficient,proficient,beginner,none,competent,3,Teradata,On-premise,Google Cloud,AWS,Google Cloud,AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY FEB-21,2020-08-24 19:29:16,ogoboloslq@histats.com,Sweden,SE,Citizen Data Scientist,expert,expert,proficient,competent,expert,none,beginner,proficient,proficient,beginner,proficient,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Google Cloud,AWS;Azure,Google Cloud;Azure,Azure,Google Cloud;AWS;Azure,On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-11-03 01:33:04,cmcgowranlr@feedburner.com,France,FR,Physicist,competent,none,none,beginner,beginner,expert,beginner,proficient,none,competent,none,2,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,Google Cloud;AWS,Azure,Google Cloud;On-premise;Azure,Azure,AWS
ANALYTICS SURVEY,2020-11-29 20:27:55,abocklerls@businessweek.com,Russia,RU,Physicist,expert,none,none,competent,none,expert,competent,expert,proficient,beginner,expert,3,Amazon Redshift,Google Cloud,Google Cloud;Azure,Google Cloud,On-premise;Azure,Google Cloud;On-premise;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY,2020-11-21 01:25:07,ebutlerbowdonlt@hao123.com,Russia,RU,Mathematician,competent,expert,competent,competent,expert,competent,expert,expert,none,beginner,proficient,5,Microsoft SQL Server,On-premise,AWS;Azure,AWS Azure,On-premise;Azure,AWS;Azure,On-premise;AWS
ANALYTICS SURVEY JAN-21,2020-07-09 18:27:00,bdooneylu@godaddy.com,Portugal,PT,Citizen Data Scientist,proficient,proficient,competent,beginner,competent,proficient,beginner,proficient,proficient,competent,competent,4,Google Cloud BigQuery,AWS,AWS,AWS Azure,Google Cloud,On-premise,On-premise;AWS
ANALYTICS SURVEY FSI,2020-04-12 03:58:43,abriandlv@ftc.gov,Japan,JP,Data Scientist,beginner,competent,beginner,competent,expert,proficient,expert,beginner,none,beginner,proficient,2,Google Cloud BigQuery,AWS,Google Cloud;AWS,Google Cloud,On-premise,Google Cloud;On-premise;Azure,AWS
ANALYTICS SURVEY JAN-21,2020-09-15 18:10:04,achittielw@rediff.com,Argentina,AR,Statistician,none,expert,competent,proficient,beginner,none,expert,expert,expert,beginner,expert,3,Microsoft SQL Server,Google Cloud,Google Cloud,Google Cloud;AWS,Google Cloud;On-premise;Azure,Google Cloud;AWS;Azure,On-premise;AWS
ANALYTICS SURVEY RETAIL,2020-10-30 13:01:42,hmellerlx@nih.gov,Indonesia,ID,Citizen Data Scientist,beginner,beginner,none,none,proficient,expert,expert,proficient,competent,expert,beginner,2,Teradata,Google Cloud,Google Cloud;Azure,Google Cloud;AWS;Azure,Google Cloud;On-premise;Azure,On-premise,On-premise
ANALYTICS SURVEY JAN-21,2020-07-13 21:11:31,vtrevaskisly@netlog.com,Bangladesh,BD,Physicist,proficient,beginner,proficient,expert,expert,expert,proficient,beginner,expert,beginner,expert,2,Microsoft SQL Server,Azure,Google Cloud;Azure,Google Cloud;AWS;Azure,On-premise,Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-02-08 12:09:42,onervallz@slideshare.net,Brazil,BR,Mathematician,none,beginner,beginner,none,expert,none,beginner,beginner,competent,beginner,proficient,2,Amazon Redshift;Teradata,Azure,Google Cloud;AWS;Azure,Azure,Google Cloud,On-premise;AWS,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY JAN-21,2020-06-11 21:47:54,dlambshinem0@marriott.com,Peru,PE,Data Analyst,proficient,none,expert,beginner,expert,beginner,proficient,competent,beginner,competent,beginner,1,Oracle Database,AWS,AWS,Google Cloud;AWS;Azure,"Google Cloud;On-premise,AWS",On-premise,Google Cloud
ANALYTICS SURVEY RETAIL,2020-09-08 09:30:03,ggianinottim1@unblog.fr,Portugal,PT,Citizen Data Scientist,proficient,expert,proficient,competent,competent,proficient,competent,proficient,none,expert,proficient,1,Oracle Database,Azure,Azure,Google Cloud,Azure,On-premise;AWS,Azure
ANALYTICS SURVEY FSI,2020-10-21 12:45:35,gcritcherm2@marketwatch.com,Greece,GR,Mathematician,competent,none,none,beginner,proficient,beginner,competent,beginner,beginner,none,expert,1,Oracle Database,Google Cloud,Google Cloud;Azure,Google Cloud;AWS;Azure,Google Cloud,"Google Cloud;On-premise,AWS",Google Cloud
ANALYTICS SURVEY FEB-21,2020-05-04 08:09:31,ipatenm3@latimes.com,Spain,ES,Data Scientist,expert,none,competent,competent,expert,none,competent,beginner,none,none,none,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Google Cloud,Google Cloud;AWS;Azure,AWS,Google Cloud;AWS;Azure,On-premise,AWS
ANALYTICS SURVEY RETAIL,2020-11-24 20:36:46,dmacpeicem4@seesaa.net,Indonesia,ID,Data Engineer,expert,beginner,proficient,expert,expert,proficient,competent,proficient,beginner,proficient,beginner,4,Google Cloud BigQuery,On-premise,Google Cloud,Azure,On-premise;AWS,On-premise;AWS,Google Cloud;On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-03-20 05:17:13,bneasamm5@tuttocitta.it,Dominican Republic,DO,Statistician,expert,beginner,competent,proficient,expert,proficient,expert,none,proficient,proficient,none,4,Microsoft SQL Server,Google Cloud,Google Cloud;AWS,AWS Azure,On-premise;AWS,AWS,On-premise
ANALYTICS SURVEY FSI,2020-02-26 19:41:01,asmithymanm6@studiopress.com,Mongolia,MN,Citizen Data Scientist,competent,expert,beginner,beginner,beginner,proficient,none,none,expert,beginner,none,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Google Cloud;Azure,Azure,On-premise,AWS,Google Cloud
ANALYTICS SURVEY,2020-03-09 05:17:50,dbyforthm7@amazon.co.jp,Mexico,MX,Mathematician,proficient,competent,competent,beginner,proficient,expert,expert,expert,competent,beginner,competent,1,Google Cloud BigQuery,Azure,Google Cloud;AWS;Azure,Google Cloud;Azure,On-premise,On-premise,AWS;Azure
ANALYTICS SURVEY,2020-11-07 08:56:01,tbockenm8@mail.ru,China,CN,Citizen Data Scientist,none,beginner,expert,proficient,competent,expert,none,beginner,proficient,competent,proficient,1,Amazon Redshift,AWS,Google Cloud;AWS,Google Cloud;Azure,AWS,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY JAN-21,2020-12-08 07:35:34,trourkem9@cam.ac.uk,Russia,RU,Mathematician,competent,none,expert,none,proficient,expert,none,beginner,competent,none,beginner,5,Teradata,AWS,AWS,Google Cloud;AWS;Azure,On-premise;Azure,On-premise;Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY FEB-21,2020-09-19 23:12:21,zcarmanma@tumblr.com,Paraguay,PY,Physicist,beginner,beginner,beginner,proficient,proficient,expert,expert,competent,expert,proficient,proficient,1,Amazon Redshift,AWS,Google Cloud;Azure,Azure,Google Cloud;AWS;Azure,On-premise;AWS,AWS;Azure
ANALYTICS SURVEY FSI,2020-05-31 20:19:55,rpinfoldmb@istockphoto.com,Ukraine,UA,Mathematician,competent,proficient,beginner,beginner,none,expert,beginner,expert,none,beginner,beginner,5,Google Cloud BigQuery,AWS,Google Cloud;AWS;Azure,Google Cloud;AWS,AWS;Azure,AWS;Azure,On-premise;AWS
ANALYTICS SURVEY RETAIL,2020-05-14 21:02:12,jgantlettmc@blogger.com,Sweden,SE,Citizen Data Scientist,proficient,competent,beginner,expert,beginner,competent,competent,beginner,beginner,none,beginner,3,Oracle Database,Google Cloud,Google Cloud;Azure,AWS Azure,AWS;Azure,On-premise;AWS,AWS
ANALYTICS SURVEY RETAIL,2020-07-14 22:54:21,imoehlermd@slate.com,China,CN,Statistician,expert,expert,proficient,competent,competent,proficient,competent,proficient,beginner,competent,expert,1,Teradata,On-premise,AWS;Azure,Google Cloud,Google Cloud,AWS,On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-04-06 05:18:20,amaillardme@un.org,Portugal,PT,Mathematician,expert,beginner,proficient,expert,beginner,proficient,expert,competent,competent,competent,none,2,Teradata,Azure,Google Cloud;AWS;Azure,Azure,On-premise,On-premise,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-09-26 03:41:27,sdewdenymf@jimdo.com,United States,US,Data Analyst,beginner,competent,beginner,none,beginner,proficient,proficient,competent,competent,none,competent,1,Amazon Redshift,On-premise,Google Cloud;AWS,Google Cloud;AWS;Azure,Google Cloud,On-premise,AWS
ANALYTICS SURVEY FEB-21,2020-03-16 00:23:46,fcereceresmg@weather.com,China,CN,Data Scientist,beginner,beginner,none,competent,none,proficient,competent,proficient,proficient,competent,competent,5,Microsoft SQL Server,AWS,Google Cloud;AWS,Google Cloud,On-premise;AWS,AWS;Azure,AWS;Azure
ANALYTICS SURVEY FEB-21,2020-07-03 03:24:09,cstorrormh@about.me,Philippines,PH,Physicist,beginner,expert,competent,none,proficient,expert,competent,competent,beginner,none,expert,2,Amazon Redshift;Google Cloud BigQuery;Oracle Database,On-premise,AWS,Google Cloud;AWS;Azure,Azure,On-premise,On-premise
ANALYTICS SURVEY,2020-05-02 09:07:54,tloffelmi@uol.com.br,Bahamas,BS,Data Analyst,proficient,beginner,none,beginner,none,beginner,none,competent,expert,proficient,competent,3,Microsoft SQL Server,AWS,Google Cloud;AWS;Azure,Google Cloud;Azure,AWS,AWS;Azure,On-premise
ANALYTICS SURVEY JAN-21,2020-09-21 20:51:47,cgilmartinmj@dmoz.org,Bangladesh,BD,Physicist,expert,none,expert,competent,expert,none,competent,beginner,beginner,proficient,beginner,4,Google Cloud BigQuery,Azure,AWS,Google Cloud,Azure,On-premise;AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY FEB-21,2020-09-10 15:24:02,mbushbymk@house.gov,Greece,GR,Statistician,none,proficient,expert,expert,beginner,competent,none,beginner,none,none,beginner,5,Teradata,On-premise,Google Cloud,Google Cloud;AWS,"Google Cloud;On-premise,AWS",Google Cloud,Google Cloud
ANALYTICS SURVEY JAN-21,2020-01-28 08:35:57,jaikinml@163.com,China,CN,Physicist,proficient,competent,none,none,none,expert,none,beginner,beginner,proficient,expert,3,Teradata,On-premise,Google Cloud;AWS;Azure,AWS,On-premise,AWS,Google Cloud
ANALYTICS SURVEY FSI,2020-04-14 18:14:14,cklugmm@51.la,Argentina,AR,Data Analyst,none,beginner,competent,proficient,beginner,proficient,beginner,proficient,proficient,beginner,beginner,3,Microsoft SQL Server,Azure,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure,On-premise;AWS,AWS;Azure,Google Cloud
ANALYTICS SURVEY FSI,2020-06-24 13:39:49,dcrosslandmn@tinyurl.com,Argentina,AR,Mathematician,none,competent,competent,competent,proficient,beginner,none,proficient,competent,none,competent,2,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Google Cloud,AWS,Azure,On-premise;Azure,Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-03-10 17:13:28,amutlowmo@t-online.de,Sweden,SE,Data Engineer,none,beginner,none,expert,none,competent,none,beginner,expert,proficient,beginner,4,Microsoft SQL Server,AWS,AWS;Azure,Google Cloud,AWS;Azure,Google Cloud,On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-04-18 21:19:17,alefevremp@instagram.com,Russia,RU,Mathematician,expert,proficient,none,expert,beginner,proficient,expert,proficient,beginner,beginner,proficient,2,Microsoft SQL Server,Azure,Google Cloud;Azure,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure,Google Cloud,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-10-24 08:32:12,smonginmq@huffingtonpost.com,Serbia,RS,Citizen Data Scientist,proficient,expert,expert,none,none,competent,expert,beginner,none,expert,competent,5,Oracle Database,On-premise,AWS,Google Cloud;AWS;Azure,AWS;Azure,Azure,Azure
ANALYTICS SURVEY,2020-02-08 12:26:50,jdantoniomr@list-manage.com,Albania,AL,Mathematician,,proficient,competent,,expert,none,competent,expert,,competent,competent,,Amazon Redshift;Teradata,Azure,Azure,,Google Cloud,,AWS
ANALYTICS SURVEY RETAIL,2020-09-07 01:31:21,sbenzims@weibo.com,Russia,RU,Physicist,competent,expert,proficient,none,proficient,proficient,none,expert,beginner,beginner,proficient,2,Microsoft SQL Server,AWS,Azure,Google Cloud,Google Cloud,On-premise,Google Cloud
ANALYTICS SURVEY,2020-09-02 17:57:25,sudenmt@blog.com,Sweden,SE,Statistician,proficient,none,proficient,expert,expert,proficient,none,beginner,competent,expert,beginner,3,Amazon Redshift;Teradata,On-premise,AWS,Google Cloud,Google Cloud,Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY FEB-21,2020-04-16 12:44:53,bhegertymu@disqus.com,China,CN,Citizen Data Scientist,expert,beginner,proficient,expert,beginner,competent,proficient,expert,proficient,competent,expert,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Google Cloud,Google Cloud;Azure,Azure,On-premise,On-premise;AWS
